question,predicted
Who died and had his dog wait in Japan for him for 9 years after his death?,Who was the guardian of the Akita dog born on a farm near the
Who was the lead french actor who starred in the 1986 film that inspired a Stella Artois ad campaign?,Which actor starred in Reassuringly Expensive?
What German philosopher economist and political theorist was Jakob Lukas Schabelitz a friend and associate of?,Who was the German philosopher economist political theorist sociologist journalist and revolutionary socialist who was
Gerd Neggo trained under the founder of which type of dance analysis?,Jaques-Dalcroze trained under which movement study?
Who was born first Liam Cunningham or Michael Fassbender?,Who is older Liam Cunningham or Michael Fassbender?
What monthly magazine published by ASIS International includes articles on topics of computer security?,Which magazine is published by ASIS International Security Management or Computer Security?
Whose writing covered more topics Alan Dean Foster or Samuel R. Delany?,Who is older Alan Foster or Samuel Delany?
Which f beer brewed in the Pajottenland region  American wild ale similar to ,Which beer is brewed in the Pajottenland region of Belgium southwest of Brussels
VIVA Media AG changed it's name in 2004. What does their new acronym stand for?,What type of legal entity is common in Germany Austria Switzerland and Liechtenstein VIVA Media GmbH
Where is the international airport which Eagle Aviation wet lease operations were based in located ,What country is the airport where the company's wet lease operations were based?
The Lisbon Traviata revolves around fans of the soprano who was of what nationality?,What ethnicity did the singer of the opera The Opera & The Musical have in common?
National Strategy for Homeland Security was a response to the events that partially took place at what Arlington County Virginia location?,What is the name of the headquarters of the United States Department of Defense located in Arlington County Virginia
 WDAL is a country music radio station licensed to a city in what Georgia county?,WDAL is a country music radio station licensed to which county seat?
King of Norway Magnus Barefoot launched aggressive military campaigns in this region that was at times independent of external control and was known to the Norse as what?,Magnus Olafsson was King of Norway from 1093 until his death in 11
The publication of which magazine ended first Right On! or Castle of Frankenstein?,Which horror science fiction and fantasy film magazine was published between 1962 and 1975 by Calvin Thomas Beck'
What philosophy related to creationism is Paul Nelson noted for?,Ontogenetic depth is an idea proposed in February 2003 by an American philosopher of science noted
What type of license is the open source roguelike video game video released 2012 in which a subset of it's pricing model is a called free-to-play licensed under?,What is the license for the game that is a subset of the model used by the
When did the University of which The Dove Marine Laboratory is a part gain University status ? ?,What year did the University of Newcastle upon Tyne become the University of Newcastle upon Tyn
The Zapruder film shows President John F. Kennedy's motorcade as it passed through a plaza that was named aNational Historic Landmark in what year? ,In what year was the historic district where the Zapruder film was shot named a National
Evil controllers was featured on Game informer who was published by which monthly video magazine corporation?,Evil Controllers is a publication owned and published by which company?
Luisa Miller is an opera with three acts whereas Don Quichotte is an opera with how many acts?,Luisa Miller and Don Quichotte have which types of acts?
Is Rick Husband Amarillo International Airport or Grand Forks International Airport closer to the town it is near?,Which airport is five miles (8 km northwest of Rick Husband Amarillo International Airport or
How many albums does the duo who sang Yesterday Once More have? ,Yesterday Once More is a 2-disc compilation album by US pop group The Carpenters which recorded
What is a popular industry in the neighborhood of Willow Vale New South Wales?,What is the name of the region that is located 1 km north of Willow Vale?
Who born February 20 1983 played for The Monarchs and in the World Series?,Which American professional baseball pitcher for the Houston Astros has played in the World Series?
Frank Sindone helped plot the murder of a family mob boss What was this boss's nickname ?,Frank Sindone was a loan shark and soldier in the Bruno crime family who helped plot the
The Church of St Peter in Pertenhall Bedfordshire England was added to this register on 13 July 1964.,Church of St Peter is a Grade I listed church in Pertenhall Bedfordshire England which
Which constituent college of the University of Oxford in England was Francis Leighton warden of?,Francis Knyvett Leighton was Warden of what constituent college of the
Calling All Dawns includes the theme for the game Civilization IV written by whom?,Who wrote the song that won two Grammys at the 53rd Grammy Awards for Best Classic
What occupations are shared by Maher Sabry and Til Schweiger?,Maher Sabry and Til Schweiger are which?
What service is an Amtrak flagship that includes BWI Rail Station as one of its Amtrak intercity services?,What is the name of the Amtrak service that serves the city of New York City?
Did Ed Sullivan ever work anywhere other than the New York Daily News?,What was the first U.S. daily printed in tabloid format that was founded by the
What is  Cyaxares relationship to the man that governed for 53 years?,Cyaxares was the third and most capable king of a h
Which late 1980s and 1990s English super model was featured in the song nasty girl by The Notorious B.I.G.?,What English model and actress was one of six models of her generation declared supermodels by the
Why did Rudolf Hess stop serving Hitler in 1941?,What was the name of the man who reported the flight to Scotland to Hitler?
what other school is located in the same suburb as the Ghana Police College?,Which college is located in Tesano Accra?
Who did the 39th Vice President of the United States serve under?,What was the name of the 39th Vice President of the United States who resigned after
This Fox News Specialist Host also took over what Fox Business Channel news program in 2013?,The Fox News Specialists featured three permanent hosts who took over as host of what news program?
What type of media does Jeff Rona and Veeram have in common?,Jeff Rona and Veeram are which genre?
What was the official religion of the lands of the husband of Dorothea of Denmark Duchess of Prussia?,What is the official state religion of the country where the wife of the first European ruler to establish
What year did the movement that Tess Asplund protested in the viral image of her with her fist in the air disband?,In what year was the Swedish Nordic Resistance Movement disbanded for inactivity?
What episode did Mona Penelope Simpson  on the animated show The Simpsonsdie?,Which recurring fictional character in the animated television series The Simpsons is killed off in Snowball
Who starred in My Dog Skip and Malcolm in the Middle?,Who starred in the 2000 family drama film My Dog Skip?
What man born in 1963 was instrumental in bringing the Boston Red Sox to the stadium City of Palms Park in Fort Myers Florida?,Which baseball player played his entire MLB career with the Boston Red Sox?
Which singer has been in more music bands Michael Crafter or Martin Degville?,Who is the lead singer of the UK pop band Sigue Sigue Sputnik?
Which was secretary to President Richard Nixon Rose Mary Woods or H. R. Haldeman?,Who was Richard Nixon's secretary Rose Woods or Bob Haldeman?
 Are Finding Kraftland and Shikashika both frozen drinks?,What is the name of the ice drink made from glacier ice in Peru and Bolivia
Both Mulled wine and Blue Lagoon are considered primarily alcoholic or non-alcoholic?,Mulled wine and Blue Lagoon are both what?
Which band was formed first Wire or Young the Giant?,Which band formed first Wire or Young the Giant?
Is Muskegon County Airport or John Wayne Airport further west?,Which airport is located in Michigan Muskegon County Airport or John Wayne Airport?
George Tawengwa was the first black person to buy a farm located in a country now known as which country ?,In 1960 a black man was the first black person to purchase a 1872.0-
Which long-established US university is older University of California Berkeley or Syracuse University?,Which university was founded first University of California Berkeley or UC Berkeley?
What key role did the stadium's snowplow operated play in the game following the Dolphins win against the Minnesota Vikings?,What was the spot where the stadium's snowplow operator Mark Henderson cleared for the game
Who is the star of the 2003 comedy that has a single from Candycoatedwaterdrops on its soundtrack?,Who stars in the 2003 American high-concept comedy film directed by Tom Shadya
Which goal scoring player in the 1992 FA Cup Final was Welsh?,Which Welsh professional footballer scored the goals of Liverpool?
 Park Seo-joon is best known for his role in a series that premiered on what month and day?,What date did the South Korean television series starring Park Seo-joon premiere?
What actor from the show Murphy Brown also had a role in a show with fellow actor Steve Howey? ,Who is the American actor best known for his roles on Murphy Brown and Reba?
What are the symptoms of the virus identified by Robert Purcell?,Robert H. Purcell co-identified the Hepatitis A virus in 1973 and
Did Billy Corgan's band The Smashing Pumpkins or Greek Fire originate in a more southern location?,Which band from St. Louis Missouri was formed by Corgan and guitarist James Iha in 1988
Pak Sao is a technique in the martial art specializing in what type of fighting?,Pak Sao is a blocking technique similar to a parry used in boxing
In which state is Stewart Nozette imprisoned?,What state is the prison where the man who pleaded guilty to one charge of attempted 
What was the name of the lawyer who took the main role in the report that helped land Pete Rose a lifetime suspension from baseball?,Who was the lawyer who wrote the Dowd Report?
In which series did Jacky Ickx the Belgian Ferrari driver win more races - Formula One or the Le Mans 24 Hours?,Pedro Rodrguez finished second for the BRM team and Ferrari driver Jacky I
 Coming Over is the second Japanese single album by a boy group that debuted in what year?,Coming Over is the second Japanese single album by the South Korean boy group EXO formed by
Are Richard Yardumian and Edward Khantzian both Harvard psychiatry professors?,Are Richard Yardumian and Ed Khantzian both classical music composers?
In which sport does both Virginia Ruzici and Andy Murray participate?,Virginia Ruzici and Andrew Murray are both what?
In the summer of 1972 Metal Guru was the last UK number one for T. Rex and its lead singer. What was his name?,Who wrote the song Metal Guru that was the fourth (and final) number one on the UK
According to the 2010 census what was the population of the city after which the vice president in April 1813 was named?,What was the population of the town named after the fifth Vice President of the United States who served
Are Mike Bryan and Ray Ruffels both tennis players?,Are Michael Bryan and Ray Ruffels both tennis players?
What kind of beverage does Planter's Punch and Black Velvet have in common?,Planter's Punch and Black Velvet are which type of beverage?
What country of origin does Shawnee Trail and Great Indian Warpath have in common?,What is the nationality of the trail that was named after the Shawnee Trail and
Are Affenpinscher and Villanuco de Las Encartaciones both breeds of dog?,Are both the Affenpinscher and Villanuco de Las Encartaciones
Was the documentary labeled The Riverhave the same reasoning to be made as the documentary labeled Crazy English?,Are The River and Crazy English both documentary films?
Which novel with a key was written by John Ehrlichman about the CIA base on events leading up to the Watergate coverup?,Which book is based on the Watergate scandal The Company or Roman à clef
author of the popular Getting Started in Electronics founded Micro Instrumentation and Telemetry Systems (MITS) in what state?,Where was the company founded by Ed Roberts and Forrest Mims founded?
Who is the son of John Button under contract with as a driver?,John Button was the father of a British racing driver currently under contract with what company?
Who wrote Bring Me Sunshine and where did they write it?,What was the name of the actor who hosted the first episode of the show that was originally 
What sort of activist is the author of The Irrational Atheist? ,The Irrational Atheist Dissecting the Unholy Trinity of Daw
In what year was the football club for which Reuven Niemeijer plays founded?,Reuven Niemeijer plays for a Dutch professional football club founded in what year
Are Toshi and Warrel Dane both in the band Sanctuary?,Are Toshi Deyama and Warrel Dane both singers?
What two countries headquarter the clothing company that the photographer Facehunter contributed to?,Where is the headquarters of the company that Yvan Rodic is a Swiss street style
When was the club formed for which Adam  Johnson played as well as Middlesbrough and Watford ?,In what year was the club that played the most appearances for Middlesbrough formed?
Which Air Force member was behind enemy lines for 11 1/2 days and had the largestlongest and most complex rescue mission?,What was the name of the United States Air Force navigator and electronic warfare officer who was shot
Musical artist Diabolic and Vinnie Paz who was featured on Diabolic's second studio album Fightin' Words are both what type of musicians?,What is the name of the artist featured on Fightin' Words?
Which song reached number 3 on the Billboard Hot 100 that featured guest vocals fron Allessia Cara And Khalid?,What song by rapper Logic features guest vocals from Alessia Cara and Kha
Were the films Tonka and 101 Dalmatians released in the same decade?,Tonka and 101 Dalmatians are both based on what film?
For which football club established in 1949 did Mitch Duggan have a loan spell prior to joining Tranmere Rovers?,What English football club was established in 1949 under Stockton Heath?
How much Argentina currency was involved in Boudougate?,What is the currency of Argentina identified by the symbol $ preceding the amount in the same way
Which restaurant chain is based further south Pizza Fusion or Imo's Pizza?,Which chain of pizza restaurants is based in the greater St. Louis Missouri area Pizza Fusion or
Who created the series in which Liza Weil played Bonnie Winterbottom?,Who created the series that starred the actress who played Amanda Tanner in the first season of
Who starred in the 1991 American action comedy film The Hard Way and was featured on the roster of Rawkus Records?,Which hip hop recording artist from Brooklyn New York City New York starred in The Hard Way?
Which of the cities of Dujiangyan City and Ezhou has the larger population according to their latest census ?,Which prefecture-level city in eastern Hubei Province China had a population of 
Nell Williams Plays a younger version of this Character in HBO's Game of thrones that is also in Which fantasy novel Series written by George R.R. Martin?,What fantasy novel by George R. R. Martin is a fictional character in?
Which bank has more branches China CITIC Bank or UniCredit?,Which bank operates 78 branches in the mainland and 622 sub-branches located in economically
100 indviduals with the surname 'Preradovic' died at which concentration camp that straddled the southern border of the Hasburg Monarchy?,Preradovi is a Serbian surname derived from Prerad and died at
Who was the  King of Denmark the Vends and the Goths elected King of Norway's brother?,Who was the king who attempted to subdue the peasantry of Di
What is the population of the county Rockingham County which Little Bay Bridge meet the river between it,What was the population of the town in Rockingham County New Hampshire at the 2010 census?
What language traditionally written with the ancient Libyco-Berber script is closely related to the Tumzabt and Teggargrent languages?,Which Berber language is closely related to Tumzabt?
No issue lelo tissue was started by which company that has the largest mobile network in Pakistan?,No issue lelo tissue was a Pakistani television advertisement campaign started by which largest mobile
In which Florida city is Skyplex being constructed featuring Skyscraper the tallest rollercoaster in the world?,In what city will the Skyscraper roller coaster be located?
Where was the opera which was the subject of After Aida first performed?,What was the first performance of the opera that was inspired by Julian Mitchell's penultim
Mikael Åkerfeldt and Lee Ranaldo were this kind of instrumentalist in their respective bands. ,What are Lars Mikael kerfeldt and Lee Ranaldo?
Den Tagayasu lived in the town that was bombed on which dates?,On what night was the bombing raid that a man named Yoko Miyaza
Shannon Purser played the role of June Acosta in a 2017 horror film directed by who?,Who directed the film that starred June Acosta?
What contest did Drew Barry's younger brother win in 1996?,Drew Barry is the son of Basketball Hall of Famer Rick Barry and won what contest?
What was the 2010 population of the town where Black Crescent Mountain was located? ,What is the population of the town that is located in the Crescent Range of the White Mountains?
Bridgewater Trustees major source of income came from a canal that was commissioned by whom/,George Samuel Fereday Smith was the Deputy Superintendent of the Bridgewater Trustees and their
What is this subfamily within the cat family Felidae named by Reginald Innes Pocock that is descendant of Pseudaelurus?,Which subfamily is the successor to Proailurus?
In what city is the company that Fastjet Tanzania was originally founded as a part of prior to rebranding based?,Where is the headquarters of the airline that was founded in 2011 as Fly540 Tanzania?
What are the colors of the tricolour flag that was adopted in 1919?,What is the vertical tricolour of the flag of Ireland?
Are The Limousines and Faith No More from the same state?,Are The Limousines and Faith No More both bands?
Where is the usual main ingredient of Hákarl normally found?,Kstur hákarl is a national dish of Iceland consisting of
Which town was home to a forward for the Western New York Flash? ,Victoria Teresa DiMartino is a forward for the Western New York Flash in the National Women
What nationality was the Jaguar R2 driver Eddie Irvine?,What is the nationality of the driver of the team that drove the Ferrari X3?
Which river flows next to the German town where the music project I Drink My Coffee Alone by Alex Gazin originates from?,I Drink My Coffee Alone is a one-man deathcore/electronic
When Good Night was aired on The Simpsons 138th Epsiode Spectacular which actress did the voice of the character named after Matt Groening's mother?,Who voiced the character who first appeared on television in the episode The Simpsons 138th
Which partner of Jash was born in 1970?,Mickey Meyer and which American stand-up comedian actress producer and writer?
Were both documentaries Loot and Air Force Incorporated released in the same year?,Are Loot and Air Force Incorporated both documentary films?
The Six Arms Saga was written by the former editor-in-chief of what company?,The Six Arms Saga is a story arc from the popular Marvel Comic Spider-
In the 2004 United States senate election re-election was won by what American plitician who was first elected in 1998 defeating what three-term Republican incumbent?,Who defeated the incumbent Republican in 1998?
Gemma Rovira Ortega translated into Spanish the 2007 and 2008 best selling book in Spain as well as which series by Patrick Rothfuss?,Which Harry Potter series was translated by Gemma Rovira Ortega?
What Deepdale area football club did Andy Pilling play for?,Andy Pilling played for what professional association football club located in the Deepdale area of Preston Lan
Were the Commodore 16 and Prológica CP-400 from the same country?,Are the Commodore 16 and CP both home computers?
Oklahoma State Cowboys are part of what NCAA Division?,What is the division of the football team that played in the Oklahoma State football team that was head
Han Chae-young was in the 2009 drama that aired on what network?,What channel did the drama starring Kim Choon-Hyang aired from January
Henry Josey played college football at The Zou- more commonly known as what?,What is the home field where the game is played?
Which university offers more campuses in the Philippines Fairleigh Dickinson University or the Western Institute of Technology?,Which college in Iloilo City Philippines has four campuses?
Japanese destroyer Oite participated in what conflict that ended with the surrender of the American forces to the Empire of Japan?,What was the date of the 1941 battle that the Japanese destroyer Oite participated in?
Who selected the quarterback in the 1999 NFL draft two spots after All American Tim Couch?,What team drafted the third quarterback in the first three choices behind Tim Couch?
What was the nationality of the author of The Sunlight on the Garden?,The Sunlight on the Garden is a 24-line poem by which nationality?
Which film has more writers Splash or Christopher Robin?,Which film was directed by Ron Howard Splash or Christopher Robin?
Which is a British-influenced film Bedknobs and Broomsticks or The Journey of Natty Gann?,Which film was released first Bedknobs and Broomsticks or The Journey of N
Has Stefan Edberg won more events than  Édouard Roger-Vasselin?,Are Stefan Edberg and Julien Bennet both tennis players?
Riaz-Ur-Rehman Saghar wrote songs for the Pakistani singer who has performed at what US venue?,What is the name of the venue where the singer of the song Hadiqa Kiani
The 2016 San Jose State Spartans football team were members of a NCAA conference that officially began operations in what year?,In what year did the Mountain West Conference officially begin operations?
One of Fingerprint File's key ingredients is the highly jazz/funk-oriented bass guitar played by a musician born in which year ?,What year was the English musician who played the bass guitar in the closing track from the Rolling
What player was the first overall pick in the 2004 NFL draft and had the Manning Field named after him?,Which quarterback for the New York Giants was drafted as the first overall pick in the 2004
What television show wasbasedon an 1908 novel by Lucy Maud Montgomery?   Anne.,What Canadian television series based on the 1908 novel by Lucy Maud Montgomery stars Anne Shirley
Which Canadian corporation founded in March 1994 is a major tenant of the Station Mall is Sault Ste. Marie? ,What division of Walmart is headquartered in Mississauga Ontario?
What African country is bordered by Libya and the Sudan and is known for the Dar Sila region?,What country is bordered by Libya to the north Sudan to the east the Central African Republic
Which member of Odd Future also had a guest appearance on the album too Cozy?,What American singer and songwriter who appeared on 2 Too Cozy is a member of hip
Which director Chris O'Dea or Lucky McKee  is a Master of Fine Arts graduate of the UCLA School of Theater Film and Television?,Who is older Chris O'Dea or Edward Lucky McKee?
The Oppenheimer security hearing explored the associations of the wartime head of which laboratory?,The Oppenheimer security hearing was a 1954 proceeding by the United States Atomic Energy
Which City in the Miami metropolitan area is home to the Primetime Race Group?,The Primetime Race Group is a privateer motorsport team from what principal city of the
Driven To Perform has a sponsor that includes the electronics store chain from what country?,What country is the auto show that was originally held in Vancouver BC in 2002?
Which group of people in West Africa with significant populations in Ghana Ivory Coast Liberia and Sierra Leone use the Ida?,What is the name of the tribe that shares borders with the Bariba?
Where has Kerwin Swint's work appeared that draws 20.5 million unique visitors a month?,What website presents facts puzzles and trivia with a humorous tone draws 20.5 million unique users
What city does the company that owns Bumble and bumble have its headquarters in?,Bumble and bumble Products LLC is one of 27 brands owned by Estée Lauder
Who was the ruler ousted by the 30th Prime Minister of Cambodia after Khmer Rouge's victory over the Lon Nol government?,Who was the Prime Minister of Democratic Kampuchea from 1976 to 1979?
Does Linzhou Henan have a larger population than Xingcheng?,Are Xingcheng and Ningyuan both cities?
What country of origin does Robert brothers and Jacques Charles have in common?,Les Frères Robert and Jacques Alexandre Charles were both who?
When was the conference the The 1998 West Virginia Mountaineers football team was part of  created?,The 1998 West Virginia Mountaineers football team represented West Virginia University in the 1998 NCAA Division I
What Danish sports club based in Copenhagen  did striker Søren Lindsted start his career at?,Who started his career as a semi-professional with Holbk Boldklub
The show featuring a young boy named Gerald Bald Z premiered on what TV channel? ,Which network aired the Anime Talk Show or Perfect Hair Forever?
Dance and Laugh Amongst the Rotten is a studio Album by a band from which country ?,Dance and Laugh Amongst the Rotten is the fifth studio album by a
What is the river that Sangin is found in the valley of the primary watershed for?,The Helmand River is located in the valley of what endorheic basin?
When was the Russian composer who composed Prisoner of the Caucasus born? ,Prisoner of the Caucasus was composed by a composer who was born on what date
Which 2017 American 3D film was written by Cinco Paul and Ken Daurio?,What 2017 American 3D computer-animated comedy film was written by Cinco Paul and Ken
What profession does 2007 Formula 3 Euro Series and Romain Grosjeanhave in common?,What is the name of the driver who currently races for the Haas F1 Team?
Joan Baez's hit recording from Quad Studios Nashville originally featured lead vocals from what member of The Band?,Who provided the lead vocals for the recording of the album that was recorded at the studio that
What is the meaning of the name of the town where Jack Briggs was born?,What is the name of the area where the man who was born was born?
Which actress is Beyond Rangoon was also in True Romance and Ed Wood?,Who played Laura Bowman in Beyond Rangoon?
Which band was formed at an earlier date Unwritten Law or Jon Spencer Blues Explosion?,Which band has more albums Unwritten Law or The Jon Spencer Blues Explosion?
Any Questions for Ben? was directed by which Australian producer and actor?,Who directed the 2012 Australian comedy film starring a director born on 17 March 1962?
Which movie is a documentary about Beowulf & Grendel between My Kid Could Paint That and Wrath of Gods?,Which 2006 documentary film was directed by the director of the film Beowulf & Gre
Are both Deerhunter and Nine Lashes American Christian rock bands?,Are Deerhunter and Nine Lashes both rock bands?
The Ranters were a loose collection of radical so-called heretics whose main objection was with what major division of Christendom?,What is the major division of Christendom that was founded by the most outspoken and
Which FC Barcelona signee was a contender for the Rookie of the Year Award when he played for the Timberwolves?,What Spanish professional basketball player for the Utah Jazz signed a six-year contract with FC Barcelona
What type of boat was the German submarine U-505 that was captured by the U.S. Navy in 1944?,Zenon B. Lukosius was a member of the U.S. Navy
From 2015 to 2016 Jill Marie Jones starred in a Starz horror-comedy series set in the Evil Dead universe created by who?,Who developed the series that Jill Marie Jones starred in?
Sam Mendes and Ruby Yang share what profession?,Samuel Mendes and Ruby Yang are which?
what was the American computer-animated fantasy film which  Aron Warner produced based on ,What book was the inspiration for the 2001 American computer-animated fantasy film that was produced by
The water-based dark ride in Walt Disney is connected to a song known for what?,What song is the most performed song of all time According to Time.com this song is 
Kim Dong-won's directorial debut film was a sequal to what 2001 film?,Kim Dong-won directed what 2006 South Korean film and sequel to what 2001 film?
what caused the death of over 250 people in Accra Ghana?,What happened in Accra on June 4 2015?
St Mary's School in Pune India was run for over 100 years by what organization started by the Reverend William John Butler?,What Anglican religious order was founded in 1848 by the vicar of Wantage?
What town did Sean Robert Francis play in as part of the most successful club in the Republic of Ireland?,Sean Robert Francis played for an Irish association football club based in what city?
Are both genera Silphium and Heliotropium genera of flowering plants ?,Are Silphium and Heliotropium both genus of plants?
Which name adopted by African-American activist Allen Donaldson co-found Black Power movement of the 1960s and 1970s,Who was the cousin of Malcolm X who co-founded the black nationalism and social change
Which of the castle along the flow of River Fiddich  is a ruined castle near Dufftown in the Moray region of Scotland?,Which ruined castle near Dufftown is the site of the Spey and the River Spe
The most popular temple in terms of attractions is located in what part of the city?,Mahamaya Dham is a temple located in what part of Guwahati city
What was the English football club Tottenham Hotspur  that Leonard Francis played for commonly referred to as ?,Leonard Francis Len Worley played for what English football club located in Tottenham Haringey
 One Less Set of Footsteps is a song written and performed by a singer born in which year ?,What year was the singer of One Less Set of Footsteps born?
Where is the basketball team that Mike DiNunno plays for based ?,Mike DiNunno plays for a professional basketball team based in what city?
What was the 2016 population of the city on the Bay Fundy which had an office of the Bank of British North America?,What is the population of the city where the Bank of British North America was founded?
SkyJump Las Vegas is located at a hotel on what street?,SkyJump Las Vegas holds the Guinness World Record for highest commercial deceler
Jessica Jones is a television series created for Netflix the second in the series of the shows that lead to The Defenders miniseries after what show released on Netflix earlier?,What character is based on the Marvel Comics character of the same name in the Marvel Cinema
Who did the actor that plays Sean Tully defeat in a dancing contest?,Who defeated the finalist of Let's Dance for Comic Relief?
What did Pioneer 4 fly by before inserting into the type orbit that planets of the Solar System are in around the sun?,What is the surface of the heliocentric orbit of the spacecraft that passed within 5
What is the name of the second largest car rental company that also has another low cost car rental company it oversees?,Firefly Car Rental is a low cost car rental brand owned by which company?
Are Myles Kennedy and SafetySuit both associated with rock bands?,Are Myles Kennedy and SafetySuit both musicians?
What other country does the league that Taylor Eric Kemp played in represents the sport's highest level besides the United States?,Taylor Eric Kemp is an American soccer player currently playing for D.C. United in a
How many people live in the County serviced by The Collier Area Transit system?,What was the population of the county where Collier Area Transit is located?
Of the retired tennis players Ross Case and Slobodan Živojinović which player reached a higher career-high singles ranking?,Who reached the semi-finals of the 1985 Australian Open and the 1986 Wimbledon Championships 
Clydebuilt is on the south bank of what river?,What river is the commercial development located at the former site of Braehead Power Station in Ren
What party was the secretary of commerce and housing under the 42 Governor of Kansas?,What is the political affiliation of the mayor of Wichita Kansas who served under the 42
where is a  football club which Aly Mohamed play for from ,Aly Zein Mohamed plays for a football club from what country?
Kevin House Jr. played professionally for the team that is in what NFL conference?,What division does the team that played the most professional football in compete in?
Raiffeisen Zentralbank is the central institution of one a group of co-operative banks in Austria. What is the name of the other group?,Raiffeisen Zentralbank sterreich AG was the central institution of the larger of two
What 1944 Bollywood film was the mother of Bollywood actor Govinda in?,Which 1944 Bollywood film starred a Hindustani classical vocalist of the Patiala
Who is the television producer who created a 2011 American film based on a novel by Hunter S Thompson?,Who is the producer of the 2011 American film based on the novel of the same name by
Which species is the most numerous Podocarpus or Osmunda? ,Which genus of conifers is more widespread Podocarpus or Podocar
By what name is the King that Gothard Wilhelm Butler was captain of the guard for known in Poland?,What is the name of the man who was Grand treasurer of the Crown and a captain
Spawn a fictional character who Mustafa Shakir has expressed interest in playing was created by?,Who created the character that Shakir most admires in Spawn #1?
In what european city is a location of the college from which the woman known as Comic Book Girl 19 received her degree?,Danika Lee Massey has a degree in sequential art from what private nonprofit accredited university
What was the size of the 1700 Cascadia earthquake predicted by Kenji Satake?,What was the moment magnitude of the 1700 Cascadia earthquake that was a Japanese
Carlos Alberto Hurtado played on loan from a mexican team which plays where?,Carlos Alberto Arteaga plays for what club?
The casino owner who was focused on the documentary Nobody Speak Trials of the Free Press focuses belongs to which nationality? ,Nobody Speak Trials of the Free Press focuses on two incidents Peter Thiel financing wrestle
Which group did Masta Kill released Selling My Soul under?,Selling My Soul is the third solo studio album by an American rapper and member of what group?
Are Harry Everett Smith and Vladimir Danilevich both from Russia?,Are Harry Everett Smith and Vlad Petrovich Danilevich both visual artists
The royal anthem is changed from what to long live our noble Duke?,Which anthem is used in the anthem of the British Crown Dependencies?
What is the origin of the National Space Olympiad and Kalpana Chawla ?,What nationality did the first woman of Indian origin in space be remembered for?
Who was born first Marino Girolami or Daniel Myrick?,Who was born first Daniel Myrick or Marino Girolami?
When was the New Orleans Pelicans player featured on the NBA 2K16 cover first drafted?,What year was the NBA draft that featured the American professional basketball player who was selected first overall?
The 2014 All-Pac-12 Conference football team featured players from the team led by which second-year head coach who led his team to the conference title?,Who was the head coach of the team that won the conference championship game?
What Cuban American baseball player was suspended in the new steroid policy of the 2005 Major League Baseball season?,Which Cuban American Major League Baseball first baseman and left fielder was suspended under the 2005
The German software corporation who has established Remote Function Call (RFC) has its headquarters in what city?,Where is the company that provides Remote Function Call headquartered?
What documentary has more creators The Devil Came on Horseback or My Best Fiend?,Which documentary film was released first The Devil Came on Horseback or My Best Fiend?
In which year did this Russian actress  who produced and performed in the 1922 American silent drama film A Doll's House immigrate to the United States?,A Doll's House is a silent drama film produced by and starring a
Is The Moon-Spinners and Oceans both documentaries?,Are The Moon-Spinners and Oceans both feature films?
The CNN-News18 Indian of the Year award was created by Sagarika Ghose and a news anchor born in what year?,What year was the founder of the book The Sense of Identity born?
Which district includes the island in New York City's East River which Pete Grannis represented in the New York State Assembly?,What district did the Commissioner of the Upper East Side of Manhattan represent?
Where was the think tank founded by a neoconservative political analyst born in 1952 established?,Where is the neoconservative think tank based?
Which documentary was made first The Shame of a City or Unchained Memories?,Which documentary film premiered first The Shame of a City or Unchained Memo
when was the retired Jamaican sprinter which Richard Thompson is 0.99 seconds slower than born ?,What was the birth date of the retired Jamaican sprinter who occasionally runs the 200 meters?
Who did an actress from The Secret of NIMH play in A Patch of Blue?,What blind girl was the actress who starred in the 1965 film A Patch of Blue?
In addition to his role in The Fattest Man in Britain Bobby Ball is best known for his half of the doublt act Cannon and Ball with which other comedian?,What actor who starred in The Fattest Man in Britain is best known as one half of
Akademik Lomonosov was named after a Russian polymath scientist and writer who discovered the atmosphere of what planet?,What planet did the Russian polymath scientist and writer who made important contributions to literature education and
How many members were in the South Korean boy group whose first official sub-unit is Bastarz?,Bastarz is the first official sub-unit of the South Korean boy group Block B which
What stye of Martial arts did Royler Gracie tutor Maurcio Villardo?,Mauricio Villardo is a fourth-degree black belt in what sport?
Who directed the 2014 American biographical survival drama film which Laura Elizabeth Dern was nominated for the Academy Award for Best Supporting Actress in,Who directed the 2014 American biographical survival drama film that featured the actress who was nominated
What is part of an alternate title to a Three 6 Mafia song and is slang for a concoction which includes prescription-strength cough syrup also known as purple drank?,Which single is the second single from Three 6 Mafia's fourth studio album?
What was the first film scored by the man who composed the soundtrack for Udhayam NH4?,What film was composed by the composer of the soundtrack and background score for the film The Man Who
How many times have the team that won the 11th DFB-Pokal won the national championship ?,VfB Stuttgart defeated FC Köln 1–0 in the final of the UEFA Inter
What 2003 Christmas-themed romantic comedy did Gregor Fisher have a role in?,What 2003 Christmas-themed romantic comedy film was directed by Richard Curtis?
Arrêtez-moi is a film in which film genre known for suspense and anxiety?,What genre of literature film and television is characterized and defined by the moods they e
Alex da Kid worked on an a track with Eminem released in what year?,What year did the American rapper Eminem release a song that features Rihanna?
How many books are in the text composed by the founder Nyaya school of Hindu philosophy and is used in the development of Indian logic?,What is the name of the ancient Indian Sanskrit text composed by Akap
