question,predicted
Oscar is what type of animal with black fur that may be a mixed or specific breed?,What type of cat does Oscar and Black Cat have in common?
The first person to reach both poles named a glacier after which person? ,Who was the first expedition leader for the air expedition to the North Pole who named the
What famous composer was born in the town that hosts a festival of music and drama has featured Lilian Sukis?,Who is the birthplace of the opera festival that is held in Vienna?
In the Glee episode Bad Reputation Sue Sylvester dances to this song by a four-time Grammy winner and star of musical film Grease.,Bad Reputation is the seventeenth episode of the American television series Glee an episode
What was the nationality of the person Mountbatten Institute was named after?,What is the nationality of the naval officer and statesman whose organization was founded in 1984
What format does a 1170 kHz AM station that Jim Angel presented the news for have?,James Bryson (Jim) Angel presented the news on a radio station that broadcasts what
Are Milk Lake Taiwan and Larnaca Salt Lake both located in Asia?,Are the Milk Lake and Spiro in the same country?
What sport involving animals dates all the way back to the Tang Dynasty and continued to the beginning of the 19th century?,What popular pastime in China dates back more than 1000 years to the Tang Dynasty?
Which film was released first out of The Hunchback of Notre Dame and Miracle of the White Stallions?,Which film was released first The Hunchback of Notre Dame or Miracle of the White
Which date occurred first the end of Riley Hawk's amateur career or end of production of Skateboard Magazine ?,What date did the magazine that sponsored the athlete who turned pro on his 21st birthday
What is the primary role of the position played by Viktor Raychev for Lokomotiv Sofia?,Viktor Raychev plays as a defender for a team whose primary role is to
In what part of Scotland is Bass Rock located?,What is the name of the island that sits atop a promontory opposite the Bass
What 1986 drama directed by Lee Doo-yong starred Lee Mi-sook?,What 1986 South Korean drama film directed by Lee Doo-yong starred Bae
What is another name for a forest which has the hamlet of Oakenclough on the edge of it?,Oakenclough is an English hamlet located on the edge of a forest once
The Cleveland Thyagaraja Festival is a type of festival that honors a type of music in what language?,The Cleveland Thyagaraja Festival is a 12-day festival of South Indian classical music
The head coach for the defensive backs coach Peter Giunta led what professional football team to two Super Bowl victories against the New England Patriots?,Peter Giunta served as defensive backs coach to defensive coordinator Perry Fewell and head coach
Which genus has more species Azorina or Azadirachta?,Which genus has more species Azorina or Azadirachta?
What professional do both Marc Bolan and Ian MacKaye share?,Marc Bolan and Ian MacKaye have which mutual occupation?
What is the capacity of the stadium that is the home ground of the Lahore Eagles?,What is the capacity of the stadium where the Libyan national football team plays?
Who has the highest scope of profession in Peter Yates or Jang Joon-hwan ,Who was born first Jang Joon-hwan or Peter Yates?
Which building near Piazza San Fedele is the world's oldest shopping mall?,Piazza San Fedele is sited near which world's oldest shopping mall?
Have Jelena Janković and Marat Safin both played tennis professionally?,Are Jelena Janković and Marat Safin both tennis players?
2002–03 Inter Milan season was marked by the arrival of what retired Argentine footballer?,Which retired Argentine footballer was the marquee player for the Kolkata 5s Futs
Who was the writer of the Tamil-language romantic thriller film in which Pookkalae Sattru Oyivedungal is a song?,Pookkalae Sattru Oyivedungal is a romantic Tamil song
This high school located in the Bronzeville neighborhood was named after a settler who was arrested by who?,Jean Baptiste Point DuSable High School was named after the first permanent resident of
Who wrote the TV serial in which Rosemary Martin played Marjorie ?,Who wrote the 1978 BBC musical drama serial in which Marjorie Weber appeared?
What nationality is the man who developed the dictator game?,The dictator game is an experimental paradigm in psychology similar to the ultimatum game first
A molera is a hole in the head of a breed of dog that comes in two what?,A molera is a hole in a Chihuahua's head it is the
When was the newspaper in which the 1891 Birthday Honours list appeared on 30 May 1891 adopt its current name ?,When did The Daily Universal Register adopt its current name?
What is the birth name of Nadeem Siddique's favorite boxer?,What is the middle name of the boxer who was born on May 3 1921?
Which soccer club's head coach was born August 1 1973?,Who is the current head coach of what American professional soccer club based in Columbus Ohio?
In what year was the Moldavian later Romanian writer known for his work The Goat and Her Three Kids born?,The Goat and Her Three Kids is an 1875 short story fable and fairy tale
What is the title of the 1979 film adaptation of William Shakespeare's play in which the English poet actor political activist and dramatist who wrote wrote a number of book-length polemical poems such as Autogeddon Falling for a Dolphin and Whale Nation played a main character?,What 1979 film adaptation of William Shakespeare's play of the same name stars an English poet
What's the name of the differential equation that was developed by the German physicist who was the doctoral advisor to another German Physicist who identified the Stark effect?, Eugen Cornelius Joseph von Lommel is notable as the doctoral advisor of a German
Are Colocasia and Coronilla both flowering plants?,Are Colocasia and Coronilla both flowering plants?
Which major Australian city is close to the Pelican Point Power Station on the Lefevre Peninsula?,The Pelican Point Power Station is located 20 km from the centre of Adelaide South Australia
What movie genre did Emmanuelle Vaugier play a supporting role in?,What was the 2002 film in which the actress who played Addison Corday in Saw
Meghan Strange is an American actress and voice actress known for her role as Robin on what American animated television series produced for Disney Channel?,Meghan Strange is best known for her roles as Ruby from The Land Before Time television
Ashes in the Snow is a World War II drama based on a best-seller novel that was translated to how many languages ?, Ashes in the Snow is a World War II drama based on the best-seller Between
Where is the magazine headquartered that Robert W. McElroy writes for?,Robert Walter McElroy was educated by the Jesuits and writes for their official publication
Which case came first  Barnes v. Glen Theatre Inc. or Diamond v. Chakrabarty?,Which Supreme Court case dealt with whether genetically modified organisms can be patented Barnes v. Glen
Which US State hIstorically dominated by the Republican party from 1860 to 1932 is represented by State Senator George D. Maziarz?,George D. Maziarz is a Republican politician from which state?
What soldier and statesman was also a brother to James FitzJames mother?,Who was born first James FitzJames 1st Duke of Berwick or John Churchill?
What street was the adult entertainment district of the Liberty Tree District centered on?,Where is the Combat Zone located?
Who is older out of Bob Saget the American comedian and Indian director S. Shankar?,Who was born first Bob Saget or Shankar Shanmugam?
Mount Austin Barracks is located near the Peak Tram terminus at what mountain that is also known as Mount Austin?,Mount Austin Barracks was a British Army base in Hong Kong during British rule it was
What Virtual Choir-noted conductor has created works for the Austin-based ensemble Conspirare?,Conspirare has commissioned works from which Grammy-winning American composer conductor and speaker known
Which football player that topped the 10000-yard career rushing mark has played for the New England Patriots?,What former American football running back who played in the National Football League (NFL) for
When a Woman Loves is the first single by singer R. Kelly from his eleventh studio album named what?,When a Woman Loves is the first single by singer R. Kelly from his ele
Before composing music for the game which contains Chocobos and Moogles what cover band was he involved in?,Masaharu Iwata joined what company that includes elements from previous games in the series
Which dog breed is NOT recognized by the Fédération Cynologique Internationale (FCI) the Korean Jindo or the Taigan?,Which breed is recognized by the FCI Jindo or Taigan?
Which position did Enid Blyton beat the man who is the U.S. Representative for New York's 3rd district to win?,Edward P. Ed Mangano defeated incumbent Thomas R. Suozzi for what office
How far is Sadie Macdonald's home town from Sydney?,What is the location of the city where the woman who was born on 3 July 1886
Which book by William A. Dembski summarizes the concepts he introduced about intelligent design in another of his works?,The Bridge Between Science and Theology is a summary treatment of the mathematical theory he presents
Operation Cold Comfort was a failed raid by a special forces unit founded in what year?,In what year was the SAS founded?
The Kilby International Awards were named after the inventor who discovered what electronics phenomenon?,What was the name of the inventor of the first integrated circuit at Texas Instruments?
John Hatzistergos was a Member of a council that has how many members ?,The New South Wales Legislative Council has how many members?
Are both Weberocereus and Conospermum part of the same genus?,Are Weberocereus and Conospermum both genus of cacti
The movie Chariots of Fire was based on the true story of which Scottish Christian athlete?,What Scottish athlete rugby union international player and missionary chose his religious beliefs over competing in an
Were Max Jacob and Connie May Fowler both memoirists?,Are Max Jacob and Connie Fowler both poets?
Which writer of the song Money Money Money by pop group ABBA was born on 16 December 1946 ?,Money Money Money is a song recorded by Swedish pop group ABBA written by which Swedish
The 1948 Commonwealth Prime Ministers' Conference was hosted by the Prime Minister from what British party?,The 1948 Commonwealth Prime Ministers' Conference was the third Meeting of the Heads of Government of
Christopher Chris Fairbank provided voice talent for which 2006 British-American computer-animated action-adventure comedy film directed by David Bowers and Sam Fell?,What 2006 British-American computer-animated action-adventure comedy film directed by
Which British independent private day school for boys did Charles John Godfrey Saunders attend?,Charles John Godfrey Saunders was educated at which British independent private day school for boys originally
In what year did the director of The Lion King win the Tony Awards?,The 67th Annual Tony Awards were held June 9 2013 to recognize achievement in Broadway productions
Which year was the more recent engine series the Honda K or Honda H introduced?,In what year was the Honda K series engine introduced?
In which poetic form is Mad Girl's Love Song written and appears in the novel The Bell Jar by Sylvia Plath?,The biographical note appended to the novel written by the American writer and poet Sylvia
A private university that beat Georgetown during a basketball tournament is from what U.S. city?,The 63rd NAIA Men's Division I Basketball Tournament featured a private university in what
Which musician was born first Constantine Orbelian or Lili Chookasian?,Who was born first Constantine Orbelian or Lili Chookasian?
Liam McEwan works with what UK monthly men's lifestyle magazine?,What UK monthly men's lifestyle magazine was produced by the man who currently resides in Los
Where was the original line of the railroad William Howard worked for?,William Howard was one of the first to work for a railroad that was located entirely in
It's Me That You Need is a song with lyrics written by Bernie Taupin and which artist whose career spans five decades?,It's Me That You Need is a song by which one of the best-selling
Who starred as an American attorney in Grey Gardens?,Grey Gardens is an HBO film about the lives of Edith Bouvier Beale/
Cyrina Fiallo has guest starred on which Michael Jacobs-created sitcom?,What American coming of age television sitcom created by Michael Jacobs and April Kelly premiered on Disney
Which comic book character was originally written by Vic Bloom after appearing in Pep Comics?,Archie Comics is an ongoing comic book series featuring which main character in an American comic
Who wrote the book that inspired the name of the CD/DVD Here at the End of All Things?,The Return of the King is a quote from a book by which author?
What is the global rank by population of the city that Daewoong Pharmaceutical Co. Ltd is based in?,Daewoong Pharmaceutical Co. Ltd is a Seoul South Korea-based bioengineering
In which war was the Meuse-Argonne Offensive executed?,Lieutenant Colonel Charles White Whittlesey led the Lost Battalion in a major part
What city did the musician whose debut album shares its title with the 1959 Alfred Hitchcock hail from?,Ashley J. Llorens was born in what city?
What coastal town in Australia did army personnel Robin Reid and Paul Luckman kidnap and bring teenage boys to beat torture and sexually assault them?,What coastal town just south of Tweed Heads in the Northern Rivers region of New South
Which castles besides Bamburgh Castle are located on the northeast coast of England?,What castle on the northeast coast of England by the village of Bamburgh in
Are both Snowboard Magazine and The Believer sporting magazines?,Are Snowboard Magazine and The Believer both magazines?
Who was most well-known as a radio personality and disc jockey John Garabedian or Charles A. Agemian?,Who was born first John Garabedian or Charles Agemian?
Who co-founded View Askew Productions and produced numerous movies starring Jason Lee?,What film did Scott Mosier play in that featured crossover plot elements?
Which artist is known for his work on Marvel Team-Up and Batman Son of the Demon?,Batman Son of the Demon is a 1987 graphic novel by writer Mike W. Barr and
The creator of the Lisa Simpson character was born in what year?,In what year was the cartoonist who created and designed the Statue of Liberty born?
Which NFL team did both Don Looney and DeSean Jackson play for?,What team drafted the man who played three seasons for the Pittsburgh Steelers?
What English rock band with Guy Garvey did Joe Duddell work with?,What English rock band has Guy Garvey (vocals guitar) Craig Potter (key
Take Me is a song recorded by which American singer actor and producer who was one of the most popular and influential musical artists of the 20th century?,Take Me is a song recorded by which American singer actor and producer?
William James Count Basie has an album that is a collection of musical pieces from what movie series?,Basie Meets Bond is a 1966 album by Count Basie and his orchestra a
In what year was the narrator of Blackadder's Christmas Carol born?,Blackadder Goes Forth is narrated by an English actor born in what year?
Perry Ellis played for the college team that competes in what conference?,What conference does the team that the player who played for the Greensboro Swarm competes
In what year did Mets fans start taking New York City Bus Q48 to watch home games?,Alex Anthony is best known as the Public Address announcer for Major League Baseball's New York
Which character in The Hunt for Red October was played by the actor who made his film debut in The Revolutionary,What character did Jeffrey Jones play in Beetlejuice?
The Synod of Chester led to the battle of the same name that took place in what time period?,The Battle of Chester was a major victory for the Anglo Saxons over the native Britons
Everybody's Crazy was produced by Michael Bolton what genre of music does Everybody's Crazy fit into?,What genre of rock music was released in 1985 by Columbia Records?
Sporobolus and Zea are in the same what?,Sporobolus and Zea are in which family?
Who does the current PFA Young Player of the Year currently play for?,What club does Dele Alli play for?
What is the birthday of the singer whose songs are remixed in Queen of Clubs Trilogy Onyx Edition?,When was the singer-songwriter who remixed Queens of Clubs Trilogy Onyx Edition
What player mentioned in The Breaks of the Game was inducted into the Naismith Memorial Basketball Hall of Fame on May 10 1993?,Who was inducted into the Naismith Memorial Basketball Hall of Fame on May 10
The We The People Amendment was introduced by the U.S. Representative for what congressional district?,What congressional district did the Representative who introduced the Minnesota Democratic–Farmer–Labor Party
Which airport Salt Lake City International Airport or Brainerd Lakes Regional Airport serves as a commercial airline and is closest to it's respective downtown city?,Which airport is closer Brainerd Lakes Regional Airport or Salt Lake City International Airport?
Which of these artists is older Warrel Dane or Roy Khan?,Who is older Warrel Dane or Roy Khantatat?
Aleksandr Dugin the father of fascism came to prominence during which era in Russia?,Aleksandr Gelyevich Dugin is a Russian political analyst known for his
Robert Allen Bob Case is best known for inspiring the naming of which initial area of low pressure developed off Atlantic Canada on October 29? ,What was the name of the initial area of low pressure developed off Atlantic Canada on October
Which New Jersey-based manufacturer of suitcases and bags for travel is located in the Shops at Columbus Circle in New York City?,Which South Plainfield New Jersey-based manufacturer of suitcases and bags for travel owns
What liberal arts college has their athletic teams named the Lincoln Memorial Railsplitters?,The Lincoln Memorial Railsplitters are the athletic teams that represent which private four-year
What star if the Burbs was Canadian?,Which Canadian actor comedian and writer starred in The 'Burbs?
Which artist is a lyricist Eric Bloom or Otep Shamaya?,Who was born first Eric Bloom or Otep Shamaya?
Guy Pearce starred in which movie produced by Marvel Studios ?,What 2013 American superhero film was based on the Marvel Comics character Iron Man?
What is the name of the hotel on the Upper West Side of New York City that housed a gay bathhouse?,The Continental Baths was a gay bathhouse in the basement of which building on the
Are Sandy Mayer and Billy Martin both more successful at doubles than singles in terms of tournament wins?,Are Andy Murray and Sandy Mayer both tennis players?
When was the former IBF World title holder born? ,What is the birthdate of the Danish professional boxer who had a match with Bute
Are Maki Nomiya and Conrad Lant both considered musicians?,Are Maki Nomiya and Conrad Lant both musicians?
What type of profession does Jonah Meyerson and Alison Pill have in common?,Jonah Meyerson and Alison Pill have which mutual occupation?
What where both Hawker Hurricane and No. 1455 Flight apart of?,No. 1455 (Fighter) Flight was formed at RAF Tangmere West Sussex
What band was the man who compiled the tracks for The Early Years a part of when they were inducted into the Rock and Roll Hall of Fame?,The Early Years is a compilation album by English rock band Whitesnake released in 2004
Jomar Brun contributed to an operation designed to prevent what country from producing nuclear weapons?,The Norwegian heavy water sabotage at Vemork was a series of operations undertaken by Norwegian
Were Frank Tashlin and George Kuchar both animators?,Are Frank Tashlin and George Kuchar both film directors?
My Babysitter's a Vampire was created by Fresh TV who also created which Canadian animated sitcom which premiered in Canada on November 7 2004 on Teletoon?,What Canadian animated sitcom premiered in Canada on November 7 2004 on Teletoon?
What resort in Biloxi Mississippi does the Chief Operating Officer of the largest single hotel in the United States oversee?,Corey Sanders oversees which largest single hotel in the United States with 5124 rooms?
The figure skater who was coached to Olympic World and national titles by Richard Callaghan was born in what year?,Richard Callaghan coached Nicole Bobek to her national title and Tara Lipinski to Olympic
Between Yasujirō Ozu and Bent Hamer who has more creative titles?,Who was born first Yasujirō Ozu or Bent Hamer?
Are Castor et Pollux and Manon Lescaut composed by the same people?,Are Rameau and Manon Lescaut both operas?
On what day did the battle that involved the Gin Drinkers Line end?,The Gin Drinkers Line was a British military defensive line against the Japanese invasion of Hong
What is the day of the horse race of which ESPN covers both the post position draw and the undercard races?,ESPN2's coverage of Thoroughbred racing consisted of NTRA Racing to the Breed
Which of Aaron Goodwin client was born in May 31 1984?,What American professional basketball player for Guaros de Lara of the Liga Profesional
Were was the Mexican state after which there is Villa Unión Sinaloa located? ,Villa Unión is the second largest town in the municipality of Mazatlán after
In which part of New York was the singer who released the song No Problem raised ?,No Problems is a song released by American rapper Azealia Banks Raised in what
The Sophia Amalia was named after the wife of a king that ruled which two countries in 1648?,The Sophia Amalia was a ship of the Royal Dano-Norwegian Navy named
3TEETH was the debut album for the opening act for the2016 tour with a headlining band that was formed in which California city?,Where was the band that released the album 3Teeth from?
Who opened Gunnersby Park and signed the Munich Agreement?,What Minister of Health signed the Munich Agreement in 1938?
The last Republic serial made about a superhero stars what actor in the title role?,Who played Captain America in the last Republic serial made about a superhero?
Jean-Paul Sartre or George Bernard Shaw  have more influence on turn of the century literature?,Who was born first Jean-Paul Sartre or George Shaw?
 What term was used in the North-West Derby  to disparge their rivals?,Which rivalry is considered to be one of the biggest rivalries in the football world Mickey
The 53rd National Hockey League All-Star Game took place at the indoor arena that was completed in what year?,The 53rd National Hockey League All-Star Game was held at an indoor arena that
What computer was released earlier Gradiente Expert or LNW-80?,Which computer was built first LNW-80 or Expert?
When was the cast member in the title role The Real Housewives of Beverly Hills and her staff at Vanderpump's West Hollywood California restaurant SUR born?,When was the cast member of The Real Housewives of Beverly Hills born?
James Stuart became a specialist of a rhythmic pattern charecterised by what?,What is the tempo of the patter song performed by the actor who became a specialist
Hugo Rodríguez Romero is a Spanish footballer who plays for a team in the autonomous community of what?,Hugo Rodríguez Romero is a Spanish footballer who plays for a Spanish
Broadbent Arena and Freedom Hall are landmarks of which U.S. city?,Broadbent Arena and Freedom Hall are located in which city?
Who beacme a star as a comic book character created by Gerry Conway and Bob Oksner?,The Arrowverse stars Stephen Amell as Oliver Queen / Green Arrow Grant Gustin as
Who directed the second film in a British series of action comedy film parodying the James Bond secret agent genre with comedy similar to Rowan Atkinson's Mr. Bean character?,Who directed the British series of action comedy film that starred Rowan Atkinson?
Who performed on an album named Runaljod - Ragnarok and a film named Flukt?,Wardruna is a Norwegian music group dedicated to creating musical renditions of Norse cultural
Which How to Steal a Million actor attended the Royal Academy of Dramatic Art?,How to Steal a Million starred which actor who attended the Royal Academy of Dramatic Art
Which TV series directed and written by the same person as Buffy the Vampire Slayer starred Tahmoh Penikett?,What television series did the creator of Buffy the Vampire Slayer star in?
What was the significance of the lions about whom a fictionalized account provided the basis of the film The Ghost and the Darkness?,The Ghost and the Darkness is a fictionalized account of the Tsavo Man-
Who did a new permanent member on the fourteenth season of  So You Think You Can Dance play in High School Musical?,So You Think You Can Dance's judge panel once again features an American actress and singer
How many members did Joseph Yablonski's union have in 2014?,Joseph Albert Jock Yablonski was an American labor leader in the United Mine
What is the name of the show that the man that was drafted eighth overall in the 1995 NFL Draft co-hosts?,What is the name of the game that was preceded by a 5-10 minute long
What school was the actress who appeared with Michelle Williams in the last play by Russian playwright Anton Chekhov attending when she was signed on for a talent holding deal?,What school did the actress who appeared in The Cherry Orchard attend?
Which British music producer and engineer is notable for working wih an English electronic band having the founders Dave Gahan Martin Gore and Andy Fletcher?,Who worked with the English electronic band that formed in Basildon Essex in 1980?
In which year did Baek Bong-ki appear in the South Korean drama film set in a high school?,In what year was the film in which the actor who played Jeet Kune Do
Where was the Danish colony in which the Scandinavian Collectors Club claims as part of their region and includes the islands of Saint Thomas located?,The Scandinavian Collectors Club is a United States-based philatelic society dedicated to
Harry Emerson Fosdick was called to serve as pastor at a church that opened its doors on what date?,Harry Emerson Fosdick was called to serve as pastor in New York City at
An actor who appeared in all eight American Pie Films stared alongside which actor in Armed and Dangerous? ,Who starred in Armed and Dangerous?
What year was the actor son of Jeremiah Porter born? ,In 2015 Porter was adopted by Glenn Cook the father of an American actor dancer and singer
Is Ohio State University or California State University Dominguez Hills further west?,Which university is located in the city of Carson California Ohio State University or California State University
Giovanni Carmazzi was a backup quarterback for which NFC West team?,What professional American football team is located in the San Francisco Bay Area and has a backup
What cast member of Flashbacks of a Fool was educated at Bryanston School in Blandford Dorset?,Who was educated at Bryanston School in Blandford Dorset?
What stone cube meaning stumbling stone was designed by an American public affairs campaigner?,What is a cobblestone-size (10x10 cm ) concrete cube bearing
Are Hanafuda and Okey both card games?,Are Hanafuda and Okey both tile-based games?
Which Austrian Chancellor does Jörg Leichtfried serve under?,Jörg Leichtfried currently serves as Federal Minister for Transport Innovation and Technology in
In which province is the city located that is the birthplace of Ed Wubbe?,Ed Wubbe is a Dutch choreographer who is based in what province?
Both Neijiang and Weifang and considered what type of city?,Neijiang and Weifang are both what?
Where was the private university that Alan Hurwitz served as the 10th President located?,Dr. T. Alan Hurwitz was the Tenth President of a federally chartered private
What Ruben Fleischer film did No One's Gonna Love You appear in?,No One's Gonna Love You is a song by American rock group Band of Horses
What is the current capital of the district that Michael Mike Campbell is from?,Michael Mike Campbell was a white African farmer from the district of Chegutu in
When does the universe Earth and all life on Earth were created as believed by an organization which commissioned The Voyage That Shook The World?,The Voyage That Shook The World is a 2009 dramatised documentary film commissioned
Ferrari 360 was replaced by the sports car that debuted at what event?,The Ferrari 360 was replaced by a successor to the Ferrari 360 that debuted at what event
SpongeBob SquarePants 4D The Great Jelly Rescue was a sequel to which cel-shaded film found at aquariums and theme parks?,SpongeBob SquarePants 4D The Great Jelly Rescue is a 4-D
What was the 15th comedy album by the star of the 1960s series I Spy?,Which comedy album was released first Fat Albert or I Spy?
Which rock band based in Louisville Kentucky released their second studio album in 2004?,Which band is from Louisville Kentucky and was released on May 4 2004?
Caleb Kelly plays for a football team with whom as head coach?,Who is the head coach of the Oklahoma Sooners football team?
What three other National forests are administered by the same people who administer the park in which the Art Loeb trail runs through?,The Art Loeb Trail is a 30.1 mi trail located in a National Forest
Did the band Daniel Amos experiment with the same genre of music performed by Digital Summer?,Are Daniel Amos and Digital Summer both rock bands?
What is the birthdate of this Uruguayan former footballer who management team consists of Charlie Oatway?,When was the Uruguayan former footballer who worked with Charlie Oatway born?
Are both movies Nerdcore Rising and What Would Jesus Buy? focused on similar topics?,Are Nerdcore Rising and What Would Jesus Buy both documentaries?
What judge who was on the show Dancing with the Stars was born on the 31st of March 1963?,Which Australian actor dancer and TV presenter was back on Dancing with the Stars?
Where did Otto von Bismarck and Ludwig Friedrich Leopold von Gerlach originate? ,Ludwig Friedrich von Gerlach was a Prussian army general adjutant
Which film was released first Summer Magic or Around the World in 80 Days?,Which film was released first Summer Magic or Around the World in 80 Days?
The chicken is a type of dance pattern that is a change of pace of what dance?,What type of dance moves are usually isolated defined and organized so that beginning dancers can learn
What exit of Garden State Parkway should you take in order to get to the Seacourt Pavilion?,Where is the Ocean County Mall accessible from?
What company headquartered in Whitley Coventry United Kingdom will start production in Nitra in 2018?,What British multinational automotive company with its headquarters in Whitley Coventry United Kingdom and a
In the The Simpsons episode Principal Charming Homer invites a character over for dinner who is voiced by whom?,Who voiced the character in The Simpsons who falls for Selma's twin sister Patty?
Which bi-weekly publication ranked Schreiber Foods as number 81 in 2016.,What magazine features original articles on finance industry investing and marketing topics?
Which opera has more acts Don Quichotte or Tosca?,Which opera has more acts Tosca or Don Quichotte?
What is the name of the series who's first season was released on Netflix on September 22 2016 and stars actor pronounced as John-a-kite?,Evan Jonigkeit is an American actor known for his roles in Bone Tom
What was the nickname of the English monarch that Petruccio Ubaldini presented one of his books?,Petruccio Ubaldini was an Italian (Tuscan) mercenary soldier
Is It Just Me? was a single by the English rock band from what Suffolk city?,Is It Just Me? is a single by British rock band The Darkness from which Suffolk
Who was born first Brooklyn Decker or Andy Roddick?,Who was born first Brooklyn Decker or Andrew Roddick?
Which country is home to Alsa Mall and Spencer Plaza?,Alsa Mall and Spencer Plaza are located in which country?
The HTC U11 major carrier is Sprint but it can be unlocked for this Texas company that is world's largest telecommunications provider? ,Which American multinational telecommunications conglomerate headquartered at Whitacre Tower in downtown Dallas Texas is compatible with
Which conference is the team for which Justin Bannan played college football currently a member of?,What conference is the college football team at which the player who played college football at Colorado
Which Indian actor is best known for his role in the film Tadakha following his debut in the 2009 film Josh?,Tadakha is a 2013 Telugu action film directed by Kishore Kumar
What is the English translation of the noodle similar to Taglierini that is not tagliatelle?,Taglierini is a type of ribbon pasta long like Spaghetti two to three mm
Blues to the Bush is an album by The Who that can still be found on what e-commerce platform that was founded in 1995?,Blues to the Bush was sold exclusively from what multinational e-commerce corporation?
What company has a headquarters in Whitley Convernty United Kingdom?,The Land Rover Defender is a British four-wheel drive off-road vehicle developed from
In what city did Jack J. Stephans coach from 1979 to 1980?,Jack J. Stephans served as the head football coach at a private independent research university
How many beer brands are in the portfolio of the company that hired Leonardus (Leo) Petrus Beukeboom to decorate cafes?,How many beer brands are produced by the company that commissioned the painter to decorate cafes
Where is the University of North Carolina at Wilmington population 112067 located?,The University of North Carolina at Wilmington is located in which city?
Was either Craig Melville or Grover Jones born in Indiana?,What was the birth place of Craig James Melville and David Jones?
When is the birthday of the British-Irish heiress who worked on the Optimist In Black studio album?,When was the British and Irish fashion designer art collector model musician film producer and actor born
Which English-born Australian singer/songwriter was a judge on season 8 of Australia's Got Talent?,Which Australian singer songwriter actress model and radio personality will be replaced by Kelly Osbourne
Where is the group of islands named after Purdue University's professor of forest ecology from 1947 to 1973?,Lindsey Islands is a group of islands lying just off the northwest tip of Caniste
Which county was included in the Diocese of Reno and was also the county seat of Ormsby County prior to 1969?,Which county seat of Ormsby County is part of the diocese that comprises the
Are both Jack and Coke and Clover Club Cocktail cocktails?,Are Jack and Coke and Clover Club Cocktails both cocktails?
Are either Edward H. Griffith or Edward Burns from Germany?,Are Edward Griffith and Edward Burns both directors?
Aside from the Ivorian who was born in 1986 what other big name footballer has gone through the FC Bibo?,F.C. Kossou Bibó is an Ivorian semi-professional football
What British made dance competition television series franchise did Claudia Albertario appear on?,What British made dance competition television series franchise produced around the world?
What role did Slim Dunlap take when he joined the Minnesota band the Replacements in 1987?,What profession does the man who replaced Bob Stinson in 1987 have in common?
What kind of group does Takahiro Moriuchi and Doug Pinnick have in common?,Taka Moriuchi and Doug Pinnick have which mutual occupation?
This American film and stage actor played the self-destructive soldier Prewitt in Fred Zinnemann's 1953 film that centers around which event?,What event did Burt Lancaster Montgomery Clift and Frank Sinatra play in From Here
Tunak is a bhangra/pop love song by an artist born in which year ?,Tunak Tunak Tun is a bhangra/pop love song by an
The Rainmaker starred the actor who has been nominated for how many British Academy Film Awards?,How many Golden Globe Awards has Matt Damon received?
Who is the host of Wall of Fame known for his partnership with?,Wall of Fame is a British comedy panel game that was first broadcast on Sky1 in
Who directed the 1940 film in which John Arledge appeared?,John Arledge played dozens of supporting roles in a 1940 drama film directed by who?
The Story of Them Featuring Van Morrison is a compilation album recorded by what Northern Irish band formed in Belfast in April 1964?,The Story of Them Featuring Van Morrison is a compilation album that includes almost every song recorded
At the 66th Academy Awards the awards for technical achievements were presented by what host who was nominated for Best Actress for Rambling Rose?,Who presented the Academy Awards for Technical Achievement to the actress who starred in the 1991 film
When was the composer who created Peter Schmoll und seine Nachbarn born?,When was the composer of Peter Schmoll und seine Nachbarn born
What surrounding river in a Canadian province was Erin Wall born near?,Erin Wall was born at the confluence of which river?
Who has more victories Chelsea or Manchester United?,Which record goalscorer for the England national team and for Manchester United scored in the
Robin Pingeton replaced Cindy Stein as head coach of which university women's basketball team? ,Robin Pingeton was hired in April 2010 to replace the current head women's basketball coach
When was the head coach representing the Eastern Conference during the 2000 NBA All-Star Game born?,When was the American basketball coach and TV analyst who represented the Eastern Conference during the 2000
Who won the 1981 CART PPG Indy Car World Series in Avondale Arizona?,What retired American race car driver won the 1981 CART PPG Indy Car World Series
Are Benjamin Britten and Béla Bartók from the same country?,Are Edward Britten and Béla Bartók both composers?
Which town is the venue in which the APRA Music Awards of 2009 were held located?,The Classical Music Awards were distributed on 21 September at a multi-venue performing arts centre
What type of plane is the four engine heavy bomber first introduced in 1938 for the United States Army which is hangared at Conroe North Houston Regional Airport?,Texas Raiders is a four-engine heavy bomber developed in the 1930s for the United
On what date did the geological event that caused the 2011 Japanese motorcycle Grand Prix to be rescheduled take place ?,The Grand Prix originally scheduled for 24 April was moved to 2 October due to the effects
John E. EchoHawk is a leading member in a social movement that wants to reverse what ?,What policies were enacted upon Native American tribes by the United States government?
A Car-Tune Portrait was released on June 26 1937 the cartoon gives an imaginative take on which second in a set of works by composer Franz Liszt?,What is the most famous of the set of 19 Hungarian Rhapsodies by composer Franz
In what year did the American Record company established in 1958 release a record co-produced by Adam Faith?,In what month was the record label that released the album that was originally released by Chrys
which  Indian businessman and politician owns Mabula Game Reserve ,Which Indian businessman and politician is the subject of an extradition effort to try to force his
Which lake is located further south Dal Lake or Waterton Lake?,Which lake is located in Srinagar Dal Lake or Waterton Lake?
Who starred in more films Margaret Landon or Elizabeth Taylor?,Who was born first Margaret Landon or Dame Elizabeth Rosemond Taylor?
